Brand & Model + Spec,Unit Price,Seller
"DELL  3540, Intel Core i3 12th Gen - (8 GB/512 GB SSD/15.6 FHD/dos",Rs. 30000,AVS Infomedia6397301845
"Acer A315-24P-R5, 8gb ram/ 512gb ssd/win11",Rs. 34000,Mashiva Tech.9990666322
"HP  Pavilion Plus 14 Ultra 5, Intel EVO Core Ultra 5 125H,14-inch 16GB, 512GB SSD, Intel Arc Graphics, WQXGA, 300 nits, 120Hz, 5MP IR Camera, (Win 11, MSO, Blue, 1.44 kg), ew1082TU..",Rs. 79800,AVS Infomedia6397301845
"ASUS  TUF Gaming  FX706, Intel Core i5-11400H 11th Gen, 17.3-inch (43.94 cm) FHD 144Hz, (16GB/512GB SSD/4GB NVIDIA RTX 2050/Win 11/ RGB Backlit.",Rs. 53000,""""
"ASUS  TUF Gaming FX577ZC -, 15.6-inch FHD 144Hz, Intel Core i7-12700H 12th Gen, 4GB NVIDIA RTX 3050, Gaming Laptop (16GB/1TB SSD/Win11/MSO/90WHrs Battery/Gray/2.20 Kg), -HN192WS.",Rs. 85500,""""
"HP 	ProBook 440 G9	Notebook, 12th Gen Intel Core i7-1255U,14 inch(35.6cm) Anti-Glare FHD Laptop/16GB RAM/512GB SSD/BKL Keyboard/Intel Iris Xe graphics/Win11...",Rs. 76500,""""
"LENOVO THINKPAD T 14 G3, I7/12TH GEN/16GB RAM/1TB SSD/WIN-10 PRO",Rs. 109999,Mashiva Tech.9990666322
"HP Victus, Ryzen 7 6800H 16.1-inch(40.9 cm) FHD Gaming Laptop (16GB RAM/512GB SSD/144 Hz/GeForce RTX 3050Ti 4GB Graphics/B",Rs. 83499,Mashiva Tech.9990666322
"HP 15s, 12th Gen Intel Core i5 16GB RAM/512GB SSD 15.6-inch(39.6 cm) Micro-Edge Anti-Glare FHD Laptop/Win 11/Intel Iris Xe Graphics/Dual Speakers/Alexa/Backlit KB/MSO/Fast Charge, 15s- fq5112TU",Rs. 60500,""""
"IdeaPad 81WB01E9IN, IdeaPad Slim 3i 39.62cms - Windows 11 Home 64 4 GB Soldered DDR4 2666MHz",Rs. 39500,""""
"Lenovo Legion 5, AMD Ryzen 7 Gaming Laptop (16GB/512GB SSD/6GB NVIDIA RTX 3060/165Hz/Windows 11/Office 2021",Rs. 104989,""""
"HP VICTUS 15-fa0555TX, I5/12TH GEN/16GB RAM/512GB SSD/3050 4GB?W11 MS",Rs. 65500,""""
"ACER TMP 24 C, I3/11TH GEN/8GB RAM/256GB SSD 1TB/WIN 10 PRO",Rs. 49500,""""
"DELL LTITUDE 3440, I3/12TH GEN/8GB RAM/512GB SSD/DOS",Rs. 31500,""""
"DELL INSPIRON 3520, I3/12TH GEN/8GB RAM/512GB SSD/WIN11 MS 15.6",Rs. 46500,""""
"HP Victus Gaming Laptop, 12th Gen Intel Core i7-12650H, NVIDIA RTX 3050 GPU, 15.6-inch (39.6 cm), 75W TGP , FHD, IPS, 144Hz, 9 ms Response time, 8GB DDR4, 512GB SSD (MSO, Blue, 2.29 kg), fa0188TX",Rs. 83999,""""
"HP Pavilion x360, Gen Intel Core i5-1235U 8GB RAM/512GB SSD 14-inch(35.6 cm) Micro-Edge FHD Multitouch-Enabled Laptop/Intel Iris Xe Graphics/Backlit KB/Pen/Alexa/B",Rs. 69500,""""
"Acer Aspire 5, Gaming Intel Core i5 12th gen (12-Cores) (8 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050) A515-57G/ Gaming Laptop (15.6 inch, Steel Gray 1.8 Kg",Rs. 58875,""""
"Acer A514-56M, Acer Aspire 5 13th Gen Intel Core i5 (16 GB RAM/512 GB SSD/Windows 11 Home/MS Office)",Rs. 51990,""""
"Lenovo V15, Lenovo V15 Intel Celeron Dual Core 4th Gen SSD Capacity 256 GB RAM 8GB RAM Frequency 2400 MHz Operating System Windows 11 Home (15.6 inch, Black)",Rs. 43390,""""
"MSI Thin 15, MSI Thin 15, Intel Core i5-13420H, 40CM FHD 144Hz Gaming Laptop(16GB/512GB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 3050,GDDR6 4GB/Cosmos Gray/1.86Kg), B13UC-1805IN",Rs. 70980,""""
"HP	 ProBook 440 G9, 12th Generation Intel Core i7 processor/UHD Graphics 730/ 512 GB SSD Solid State Drive/8 GB DDR4 RAM/1 SuperSpeed USB Type-C....with window..",Rs. 85000,AVS Infomedia6397301845
"HP  Victus 15-fa1227TX, Intel (Core i5 12th Gen/16 GB/512 GB SSD/Windows 11/4 GB)...",Rs. 56900,""""
"HP  Victus 15-fa0187TX Gaming, (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph)...",Rs. 80500,""""
"Dell  Inspiron 7430, 13th Gen Intel i5-1335U/16GB/512GB SSD/14.0..",Rs. 60200,""""
"ASUS  FX706, LAPTOP I5/8 gb /512 ssd/W11/MSO/17.3/2050 4GB grphic",Rs. 52500,""""
"ASUS  TUF Gaming F15, ASUS TUF Gaming F15, 15.6-inch (39.62 cms) FHD 144Hz, Intel Core i7-12700H 12th Gen, 4GB NVIDIA RTX 3050, Gaming Laptop (16GB/1TB SSD/Win11/MSO",Rs. 80500,""""
"LENOVO 	V-14, Intel Core i3 12th Gen FHD Antiglare 250 nits Thin and Light Lap (8GB RAM/512GB SSD.....82TSA01KIH..TAX PAID ....CLL FOR BEST DEALS",Rs. 26500,""""
"HP	 250 G9, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Thin and Light Laptop 15.6 inch, Silver, . rate",Rs. 30000,""""
"DELL	 VOSTRO 3440, Intel Core i5-13GEN / 8 GB Ram / 512 GB SSD / W-11 MSO 2021 / TITAN GREY / 14 INCH FHD .......W/OUT BAG",Rs. 50500,""""
"DELL	 INSPIRON 5430, Intel Core i5-13GEN / 8 GB Ram / 512 GB SSD / W-11 MSO 2021 / SILVER / 14 INCH FHD .......W/OUT BAG",Rs. 56300,""""
"HP	 fq5331TU, HP Laptop 15, 12th Generation Intel Core™ i5-1235U,15.6-inch(39.6 cm),FHD,8GB DDR4 RAM,1TB SSD,Intel Iris Xe Graphics, Backlit Kb,Dual Speakers,Win 11 MSO21,Natural Silver,1.69 kg,15s-fq5331TU------------",Rs. 50000,""""
"HP	 fq 5329TU, (Core i5 )	12th Gen Intel Core i5, 15/6inch 8GB RAM, 512GB SSD,  Intel UHD Graphics, Backlit Kb,  with Windows …TAX PAID…CLL FOR BEST DEALS",Rs. 45500,""""
"HP  Pavilion Plus 14   ultra 5, HP Pavilion Plus 14 AI-enhanced Laptop, Intel EVO Core Ultra 5 125H,14-inch (35.6 cm) 16GB, 512GB SSD, Intel Arc Graphics, WQXGA, 300 nits, 120Hz, 5MP IR Camera, (Win 11, MSO, Blue,",Rs. 80000,""""
"HP Pavilion 15, 12th Gen Intel Core i5 16GB SDRAM/512GB SSD 15.6 inch(39.6Cm) FHD,IPS,Anti-Glare, Windows 11 Home, Eyesafe Display/Alexa/Backlit KB/FPR/MSO 2021/1.75Kg, 15-Eg2036tu, Natural Silver",Rs. 72899,Mashiva Tech.9990666322
"Lenovo Think book 14 G2, I3/11th GEN/16GB RAM/512 GB SSD/DOS",Rs. 32499,""""
"LENOVO THINKPAD E 14, I5/12TH GEN/16GB RAM/512 GB SSD/WIN-11 PRO",Rs. 63000,""""
"LENOVO THINKPAD X 13, I7/12TH GEN/16GB RAM/1TB SSD/WIN-10 PRO",Rs. 115500,""""
"MSI MODERN 14 C12M-459N, I7/12TH GEN/8GB RAM/512GB SSD/WIN-11 HOME",Rs. 46499,""""
"ACER AL 15-52, I3/12TH GEN/16GB RAM/512 GB SSD/WIN-11 HOME",Rs. 31999,""""
"Acer A514-56GM, Acer Aspire 5 Gaming Laptop Intel Core i7 13th Gen (Windows 11 Home/16 GB/512 GB SSD/4 GB Graphics/NVIDIA GeForce RTX 2050)",Rs. 68901,""""
"Dell Inspiron 5320, Laptop, Intel Core i5-1240P Processor, 16GB, 512GB Windows 11 MSO21, 15 Month McAfee",Rs. 73999,""""
"DELL 3520, I3/12TH GEN/8GB RAM/512GB SSD/WIN11 MOS/Silver",Rs. 36300,""""
"DELL LATTITUDE 354, I3/12TH GEN/8GB RAM/512GB SSD/DOS",Rs. 31499,""""
"DELL 3520-24P-R5, 8GB RAM/512GB SSD/WIN 11",Rs. 31500,""""
"DELL	 VOSTRO 3440, Intel Core i5-13GEN / 8 GB Ram / 512 GB SSD / W-11 MSO 2021 / TITAN GREY / 14 INCH FHD .......W/OUT BAG",Rs. 50500,AVS Infomedia6397301845
"HP	 	ProBook 440 G9 qNotebook, 12th Gen Intel Core i7-1255U,14 inch(35.6cm) Anti-Glare FHD Laptop/16GB RAM/512GB SSD/BKL Keyboard/Intel Iris Xe graphics/Win11...",Rs. 76500,""""
"HP 	Victus Gaming Ryzen7, Amd Ryzen7 7840Hs,16.1 Inch (40.9 Cm),Fhd,16 Gb Ram, 512Gb Ssd,Nvidia Geforce Rtx 3050 Laptop Gpu,Performance...BEST DEAL",Rs. 77200,""""
"HP	 Pavilion 14, Intel Core i5 13th Gen (14 inch, 16GB, 512GB, Windows 11 Home, MS Office 2021, Intel UHD, FHD IPS Display -ek1074TU....BEST DEAL",Rs. 66500,""""
"HP 	Pavilion 14 Ryzen 5 1003AU, AMD Ryzen 5 5625U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, AMD Radeon graphics, Backlit KB, Audio by B",Rs. 52200,""""
"HP	 Pavilion x360, HP Pavilion x360 Intel Core i7 13th Gen - (16 GB/512 GB SSD/Windows 11 Home) 14-EK1021TU 2 in 1 ......BEST DEAL",Rs. 83800,""""
"APPLE	 MAC AIR M3, MacBook Air3 with M3 chip 34.46 cm (13.6) Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID",Rs. 100000,""""
"Apple 2022 MacBook Air, Laptop with M2 chip: 34.46 cm (13.6-inch) Liquid Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera. Works with iPhone/iPad; Starlight",Rs. 108990,Mashiva Tech.9990666322
"HP Laptop 15s,, Laptop 15s, AMD Ryzen 3 5300U  8GB DDR4, 512GB SSD, AMD Radeon Graphics,Win 11,MSO 202",Rs. 29499,""""
"MSI Sword 16 HX, Intel 14th Gen. i7-14700HX, 41CM 16:10 FHD 144Hz Gaming Laptop(8GB/512 GB SSD NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4060, GDDR6 8GB /Cosmos Gray), B14VFKG-208IN",Rs. 130970,""""
"Dell latitude 3420, i3/12th/8GB ram/512GB SSD/win11 pro/3 yr warrenty",Rs. 36000,""""
"LENOVO THINKPAD X 13, I7/12TH GEN/8 GB RAM/512GB SSD/WIN-10 PRO",Rs. 108500,""""
"Acer A514-56M, Acer Aspire 5 13th Gen Intel Core i5 (16 GB RAM/512 GB SSD/Windows 11 Home/MS Office)",Rs. 51990,""""
"THINKBOOK Think book 14 G2, I3/11TH/16GB/512GB SSD/DOS",Rs. 34999,""""
"DELL 3440-LATITUTE, CORE i3-1215U 12TH GEN/8GB/512GB SSD/14 INCH/DOS........Dhamaaakaaa",Rs. 29300,AVS Infomedia6397301845
"HP VICTUS-1312 TX, HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fa1312TX Gaming Laptop (15.6 inch, Mica Silver, 2.3 kgs kg, With MS Office 53600",Rs. 53600,""""
"HP FQ-5326 TU, Intel Core i3-1215U,15.6 inch(39.6 cm),FHD,Anti-Glare,8 GB DDR4,512 GB SSD,Windows 11,Dual Speakers,1.69 kg,Natural Silver,",Rs. 35000,""""
"apple mac book air -m1, Apple MacBook Air M1 chip Laptop 8GB RAM, 256GB SSD 13.3-inch/33.74 cm Retina Display, Backlit KB, FaceTime HD Camera, Touch ID, Space Gray MGN63HN/A",Rs. 64500,""""
"lenovo  v-14, Intel Core i3 12th Gen FHD Antiglare 250 nits Thin and Light Lap (8GB RAM/512GB SSD.....82TSA01KIH..TAX PAID ....CLL FOR BEST DEALS",Rs. 26200,""""
"MSI B13UCXK-256IN, MSI Katana 17, Intel 13th Gen. i7-13620H, 44CM FHD 144Hz Gaming Laptop (8GBx2/1TB SSD NVMe SSD/Windows 11 Home/Nvidia GeForce RTX2050, 4GB GDDR6",Rs. 88990,Mashiva Tech.9990666322
"Lenovo IdeaPad Gaming 3, AMD Ryzen 7 Gaming Laptop (16GB/512GB SSD/Win 11/Office 2021/NVIDIA RTX 3050 4GB",Rs. 77990,""""
"Apple MacBook Air, Laptop M1 chip, 13.3-inch/33.74 cm Retina Display, 8GB RAM, 256GB SSD Storage, Backlit Keyboard, FaceTime HD Camera, Touch ID. Works with iPhone/iPad; Gold",Rs. 84990,""""
"HP Omen	 17-ck2004TX, HP Omen Gaming Laptop,13Th Gen Intel Core I9-13900Hx,12Gb Rtx 4080 Gpu,17.3-Inch (43.9 Cm),Qhd,IPS,240Hz,300 Nits,32Gb Ddr5,1Tb Ssd,Rgb Backlit Kb,B",Rs. 298994,""""
"DELL	 Inspiron 3520, Intel Core i3-1215U (12th Gen) / 8 GB Ram / 512 GB SSD / W-11 MSO 2021 / Platinum Silver / 15.6 FHD / Dell Bag",Rs. 35500,AVS Infomedia6397301845
"DELL  VOSTRO-3440, intel core  I5-12TH gen /8gb/512ssd /14 inch /WIN OFFICE",Rs. 51200,""""
"ASUS S5504VA-MA554WS	1	VRP, S5504VA-MA554WS	1	VRP	Intel Core i5-13500H EVO /  /  / 16GB LPDDR5  / 1TB PCIe 4.0 SSD / 15.6-inch / 2.8K (2880 x 1620) OLED 16.9  /  / Cream White /  /  / FingerPrint / Backlit KB / Win 11 Home / MS Office /------------",Rs. 80000,""""
"LENOVO 	V-14, Intel Core i3 12th Gen FHD Antiglare 250 nits Thin and Light Lap (8GB RAM/512GB SSD.....82TSA01KIH..TAX PAID ....CLL FOR BEST DEALS",Rs. 26500,""""
"HP	 250 G9, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Thin and Light Laptop 15.6 inch, Silver, . rate",Rs. 30000,""""
"DELL	 INSPIRON 5430, Intel Core i5-13GEN / 8 GB Ram / 512 GB SSD / W-11 MSO 2021 / SILVER / 14 INCH FHD .......W/OUT BAG",Rs. 56300,""""
"HP	 fq5331TU, HP Laptop 15, 12th Generation Intel Core™ i5-1235U,15.6-inch(39.6 cm),FHD,8GB DDR4 RAM,1TB SSD,Intel Iris Xe Graphics, Backlit Kb,Dual Speakers,Win 11 MSO21,Natural Silver,1.69 kg,15s-fq5331TU------------",Rs. 50000,""""
"ASUS D Vivobook	E1504GA OLE, ASUS Vivobook E1504GA OLED (2023), Intel Core i3-N305, 15.6 INCH FHD OLED, Thin and Light(8GB/512GB SSD/Windows 11/Office 2021/Backlit KB/SILVER..",Rs. 34500,""""
"ASUS Vivobook Pro 15 OLED, AMD Ryzen 5 Laptop (8GB/512GB SSD/4GB RTX 3050/Windows 11/Office 2021",Rs. 70990,Mashiva Tech.9990666322
"Lenovo Legion 5 Pro, AMD Ryzen 7 Gaming Laptop(8GB/512GB SSD/RTX 3060 6GB GDDR6 Graphics/165Hz/Windows 11/Office 2021",Rs. 120990,""""
"HP	 ProBook 440 G9   core i7, HP	ProBook 440 G9	Notebook 12th Gen Intel Core i7-1255U,14 inch(35.6cm) Anti-Glare FHD Laptop/16GB RAM/512GB SSD/BKL Keyboard/Intel Iris Xe graphics/Win11...",Rs. 76500,AVS Infomedia6397301845
"HP	 fq 5329TU (Core i5 ), 12th Gen Intel Core i5, 15/6inch 8GB RAM, 512GB SSD,  Intel UHD Graphics, Backlit Kb,  with Windows …TAX PAID…----
CLL FOR BEST DEALS",Rs. 45500,""""
"Lenovo  TB 14, I5 11th Gen 8GB Ram/1TB SSD/DOS/14IN/3Y(20VD00G7IH)",Rs. 46300,Panacea Innovative Technologies9990666334
"Dell Latitude 3400, Dell Latitude 3400 i5 8th Gen 4GB 1TB DOS 14inch display 3 year warranty",Rs. 29800,Mashiva Tech.9990666322
"Acer	 A514-56M, cacer Aspire 5 13th Gen Intel Core i5 (8 GB RAM/512 GB SSD/Windows 11 Home/MS Office)",Rs. 50990,""""
"Lenovo ThinkPad E14, Intel Core i5 12th Gen Laptop (8GB RAM/512GB SSD/Windows 11 Home/MS Office H",Rs. 70790,""""
"Acer Aspire Lite, 12th Gen Intel Core i7-1255U Premium Metal Laptop (Windows 11 Home/16 GB RAM/512 GB SSD)",Rs. 49588,""""
"Dell Vostro, Thin",Rs. 43878,""""
"DELL LATITUTE -3440, 12th Gen Corei3/8GB/512GB SSD/14.1 FHD/DOS",Rs. 29500,AVS Infomedia6397301845
"MSI Stealth 16 AI Studio, Intel Core Ultra 7 155H,Built-in AI, 41CM QHD 240Hz Gaming Laptop(32GB/1TB NVMe SSD/Windows 11 Home/NVIDIA GeForce RTX 4060, GDDR6 8GB/Star Blue/1.99Kg), A1VFG-058IN",Rs. 199960,Mashiva Tech.9990666322
"Apple MacBook Air	 MLXW3HN/A, 13-inch MacBook Air: Apple M2 chip with 8-core CPU and 8-core GPU, 256GB - Space Grey",Rs. 114900,""""
"Lenovo Legion Slim 7, Intel Core i9-13900H 16 Gaming Laptop (16GB/1TB SSD/Win 11/Office 2021/NVIDIA RTX 4060 8GB",Rs. 163990,""""
"HP Pavilion x360, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xe Graphics, FPR, 5MP Camera w/Privacy Shutter (Win 11, MSO 2021, Rose Gold, 1.51 kg), ek1009TU",Rs. 80290,""""
"Acer CB314-3H, Acer Chromebook Intel Celeron Dual-Core N4500 (Chrome OS/8 GB/64 GB eMMC) CB314-3H",Rs. 26735,""""
"LENOV0 THINKPAD E14, R5/8GB RAM/1TB SSD/WIN-11PRO",Rs. 56500,""""
"HP  ProBook 440 G9, Notebook 12th Gen Intel Core i7-1255U,14 inch(35.6cm) Anti-Glare FHD Laptop/16GB RAM/512GB SSD/BKL Keyboard/Intel Iris Xe graphics/Win11...",Rs. 76500,AVS Infomedia6397301845
"HP 	fq 5329TU  (Core i5 ), 12th Gen Intel Core i5, 15/6inch 8GB RAM, 512GB SSD,  Intel UHD Graphics, Backlit Kb,  with Windows …TAX PAID…CLL FOR BEST DEALS",Rs. 45500,""""
"HP F1009TX, Spectre 16 x360 12th Gen Intel Evo Core i7 16 inch(40.6 cm) UHD OLED Multitouch 400 nits Gorilla Glass 2-in-1 Laptop (8GB RAM/512GB SSD/A370M Graphics 4GB/Win 11/FPR/B",Rs. 168490,Mashiva Tech.9990666322
"ASUS TUF Gaming A15, AMD Ryzen 9 5900HX, 6GB RTX 3060, Gaming Laptop (16GB/512GB SSD Windows 11",Rs. 99500,""""
"THINKBOOK	 Think book 14 G2, I3/11TH/8GB/512GB SSD/DOS",Rs. 33999,""""
"HP 16-n0123AX, OMEN Gaming Laptop, AMD Ryzen 7 6800H, 8GB RTX 3070 Ti GPU, 16.1-inch (40.9 cm), QHD, IPS, 300 nits, 165Hz, 3 ms Response time, 8GB, 512  SSD, RGB Backlit KB (MSO, Silver, 2.37 kg), n0123AX",Rs. 10490,""""
"Lenovo IdeaPad Slim 3I, i3-1215U  8GB, 512GB SSD  WINDOWS 11 HOME 64 SL	OFFICE H",Rs. 34450,Panacea Innovative Technologies9990666334
"ACER AL 15-52, I3/12TH GEN/8GB RAM/512 GB SSD/WIN-11 HOME",Rs. 30999,Mashiva Tech.9990666322
"Apple MacBook Air, AMD Ryzen 5-5625U, 16GB RAM/512GB SSD 15.6inch(39.6 cm) IPS Micro-Edge Touch Display/Radeon Graphics/Backlit Kb/Windows 11 Home/Alexa/B",Rs. 105480,""""
"DELL INSPIRON 5430, Intel Core i5-13GEN / 8 GB Ram / 512 GB SSD / W-11 MSO 2021 / SILVER / 14 INCH FHD .......W/OUT BAG",Rs. 56300,AVS Infomedia6397301845
"DELL VOSTRO 3440, Intel Core i5-13GEN / 8 GB Ram / 512 GB SSD / W-11   MSO 2021 / TITAN GREY / 14 INCH FHD .......W/OUT BAG",Rs. 50500,""""
"HP Pavilion x360, 13th Gen Intel Core i5-1335U, 14-inch (35.6 cm), FHD, 8GB DDR4, 512GB SSD, Intel Iris Xe Graphics, FPR, 5MP Camera w/Privacy Shutter (Win 11, MSO 2021, Rose Gold, 1.51 kg), ek1009TU",Rs. 75290,Mashiva Tech.9990666322
"Lenovo IdeaPad Gaming 3, AMD Ryzen 7 Gaming Laptop (16GB/512GB SSD/Win 11/Office 2021/NVIDIA RTX 3050 4GB",Rs. 76990,""""
"Dell Inspiron 5320, Laptop, Intel Core i5-1240P Processor, 8GB, 512GB Windows 11 MSO21, 15 Month McAfee",Rs. 1,""""
"MSI MODERN 14 C12M-459N, I7/12TH GEN/16GB RAM/512GB SSD/WIN-11 HOME",Rs. 47499,Mashiva Tech.9990666322
"LENOVO THINKPAD L14, I7/13TH GEN/16GB RAM/1TB SSD/WIN11 PRO/3 YR WARRANTY",Rs. 98900,""""
"LENOVO THINKPAD E14, I5/12TH GEN/16GB/512 SSD/WIN-11P",Rs. 62500,""""
"Lenovo  IdeaPad Slim, I3-1215U/8GB/512GB SSD/ WIN 11 HOME 64SL/OFFICE H",Rs. 33200,Panacea Innovative Technologies9990666334
"HP fq5331TU, HP Laptop 15, 12th Generation Intel Core™ i5-1235U,15.6-inch(39.6 cm),FHD,8GB DDR4 RAM,1TB SSD,Intel Iris Xe Graphics, Backlit Kb,Dual Speakers,Win 11   MSO21,Natural Silver,1.69 kg,15s-fq5331TU------------",Rs. 50000,AVS Infomedia6397301845
"DELL  latitute  3440, 12th Gen Corei3/8GB/512GB SSD/14.1 FHD/DOS",Rs. 29500,""""
"APPLE	 M3 AIR, MacBook Air3 with M3 chip 34.46 cm (13.6) Liquid Retina Display, 8GB Unified Memory, 256GB SSD Storage, Backlit Keyboard, 1080p FaceTime HD Camera, Touch ID",Rs. 94500,""""
"HP	 VICTUS -FA 1312 TX, HP Victus Intel Core i5 12th Gen 12450H - (8 GB/512 GB SSD/Windows 11 Pro/4 GB Graphics/NVIDIA GeForce RTX 2050) 15-fa1312TX Gaming Laptop (15.6 inch, Mica Silver, 2.3 kgs kg, With MS Office	53600",Rs. 53600,""""
"HP	 250-G9, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Thin and Light Laptop 15.6 inch, Silver, . rate",Rs. 30000,""""
"LENOVO 	V-14, Intel Core i3 12th Gen FHD Antiglare 250 nits Thin and Light Lap (8GB RAM/512GB SSD.....82TSA01KIH..TAX PAID ....CLL FOR BEST DEALS",Rs. 26500,""""
"LENOVO Ideapad Slim 3i, Ideapad Slim 3i	Thin",Rs. 49500,""""
"ASUS  Vivobook 15, Intel Core i5-1235U 12th Gen, 15.6 (39.62 cm) FHD, Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Office 2021/Backlit Keyboard/Quiet Blue/1.7 kg)/-",Rs. 47500,""""
"Lenovo  V14, 12th Gen Core i3-1215U/8GB/512 GB SSD/NO OS /Integrated Graphics/Camera HD 720p Wifi",Rs. 37900,""""
"DELL Inspiron 3520, Intel Core i3-1215U (12th Gen) / 8 GB Ram / 512 GB SSD / W-11   MSO 2021 / Platinum Silver / 15.6 FHD / Dell Bag",Rs. 35500,""""
"Dell  Vostro 3440, Intel Core i5-1334U (13th Gen.) / 8 GB Ram / 512 GB SSD / W-11   MSO 2021 / Titan Grey / 14.0 FHD / Dell Bag",Rs. 51500,""""
"Dell Inspiron 3511, Laptop, Intel Core i5-1135G7, 16GB, 512GB SSD, Windows 11 MSO21",Rs. 50997,Mashiva Tech.9990666322
"Acer A514-56M, Acer Aspire 5 13th Gen Intel Core i5 (16 GB RAM/1TB SSD/Windows 11 Home/MS Office)",Rs. 54706,""""
"HP Victus, Ryzen 7 6800H 16.1-inch(40.9 cm) FHD Gaming Laptop (16GB RAM/1TB SSD/144 Hz/GeForce RTX 3050Ti 4GB Graphics/B",Rs. 85499,""""
"LENOVO Think book 13 s, I7/8GB RAM/512GB SSD/WIN-10/PRO/3YR",Rs. 65971,""""
"Lenovo IdeaPad 3 14IAU7, i3-1215U 16GB/512GB SSD/Windows 11/Office 2021",Rs. 34878,""""
"HP 15-fd0013TU, 13th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel Iris Xe Graphics, FHD Camera w/Privacy Shutter (Win 11, MSO 2021, Silver, 1.59 kg), fd0013TU",Rs. 64499,""""
"APPLE MacBook Air: Apple M1 chip with 8, 13-inch MacBook Air: Apple M1 chip with 8-core CPU and 8-core GPU, 512GB - Space Grey",Rs. 117900,""""
"Dell Inspiron 5430, 13th Gen Laptop, Intel i5-1335U/8 GB/1TB SSD Win 11 MSO21",Rs. 78499,""""
"Lenovo V14, I5/12TH/8GB/512GB/DOS,()",Rs. 38300,Panacea Innovative Technologies9990666334
"DELL  5430 core i5, intel core i5-12th gen  /16gb ram /1tb ssd /14 inch /win Office..",Rs. 66000,AVS Infomedia6397301845
"HP	 250 G9, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Thin and Light Laptop 15.6 inch, Silver, . rate",Rs. 30000,""""
"ASUS ROG Zephyrus Duo 16, Laptop, AMD Ryzen 9 7945HX, 8 GB RTX 4090, Gaming Laptop (32GB/2TB SSD/Windows 11/With Office",Rs. 429990,Mashiva Tech.9990666322
"HP	 Laptop 15, 3th Gen Intel Core i5-1335U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, Intel Iris Xe Graphics, FPR, FHD Camera w/Privacy Shutter (Win 11, MSO 2021, Silver, 1.59 kg), fd0012TU",Rs. 62978,""""
"HP 15S-FD0187TU, 15-13TH/8GB/512GB/WIN11 MSO/SIL",Rs. 53000,""""
"HP 15-fd0221TU, I5-13th (16GB,RAM/512GB/Win11 MS/S-15",Rs. 56500,""""
"DELL 3520, I5/12TH/8GB/512GB/WINDOWS 11/ BLACK,(,(9990666322)",Rs. 46200,Panacea Innovative Technologies9990666334
"THINKBOK Think book 14 G2, I7/11TH GEN/16GB RAM/512GB SSD/WIN-10 PRO",Rs. 75499,Mashiva Tech.9990666322
"Apple MQD32HN, Apple MacBook Air MQD32HN/A Ultrabook (13.3 Inch  Core I5 5th Gen  8 GB  MacOS Sierra  128 GB SSD) Price In India",Rs. 74499,""""
"ASUS 1255U, i7-1255U / Supports Iris Xe with Dual channel RAM / HD Cam / 8GB DDR4 on Bd. / 512GB PCIEx4 / WIN 11 Pro / OEM / No ODD / Wi-Fi 6(11ax) Bt5.3 / 42WHrs / TYPE-C, 65W AC / Backlit",Rs. 65500,""""
"DELL 3520 INSPIRON, 12th Gen Intel Core i5-, Windows 11 MSO21,( 8GB, 512GB SSD, 15.6 ) 3 Sided Narrow Border Design with 120Hz FHD",Rs. 43500,AVS Infomedia6397301845
"Lenovo Ideapad Slim, i3-1215U  8GB, 512GB SSD  WINDOWS 11 HOME 64 SL	OFFICE H",Rs. 36000,Mashiva Tech.9990666322
"Lenovo Ideapad Slim, i3-1215U	8GB, 512GB SSD WINDOWS 11 HOME 64 SL	OFFICE H",Rs. 34800,""""
"DELL 3520, I3/12TH/ 8GB/512GB/WINDOWS-11/MOS, SILVER,()",Rs. 37200,Panacea Innovative Technologies9990666334
"DELL 3520, I3/11th/8GB/512GB/WINDOWS 11/SILVER,",Rs. 36400,""""
"LENOVO  V-14, Intel Core i3 12th Gen FHD Antiglare 250 nits Thin and Light Lap (8GB RAM/512GB SSD.....82TSA01KIH..TAX PAID ....CLL FOR BEST DEALS",Rs. 26500,AVS Infomedia6397301845
